school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,LE3,T,1.9866666666666668,1,other,other,course,mother,1,1,2,no,no,no,yes,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0
GP,M,16,U,LE3,T,1.52,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,3,5,5,6,9,9.47,10
GP,F,15,U,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,3.746666666666666,2,2.77,1.43,3,3,2,12.636666666666665,13,13
GP,M,19,U,GT3,T,2.06,2,other,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,3.62,6,11,9,11
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1.2625,1,0,yes,yes,no,no,yes,yes,yes,yes,4,2,1,1,1,4,0,13,13,13.16
MS,M,15,R,GT3,T,2,3,at_home,other,course,mother,1,2,1.155,yes,no,yes,yes,yes,yes,no,no,4,3.4,3.18,1,1,1,0,7,7.88,8
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,yes,no,2,2,2,3,3,5,14,9,8,10
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,2.44,5,4,6,11,10,11
GP,M,16,R,GT3,T,1.74,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1.42,2,3,4,12,10,11
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3.72,5,4,4,5,0,9.276666666666666,10,1
GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,3.85,3.86,5,3,5,5,0,9,9.433333333333334,10
MS,M,17,R,LE3,T,2,1.83,other,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,no,3,3,2,2,2,5,8,8.155,8,9
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,no,4,4,4,1,4,3,4,7,6,8
GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1.44,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,2,8,9,9.6
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,8.06,8,8
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
GP,M,17,U,GT3,T,2.11,2,services,other,course,mother,2,1,1.17,no,yes,no,yes,no,no,no,yes,4,5,2,1,1,3.725,10,8,7,8.57
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,yes,yes,no,yes,no,3.98,3.87,3.983333333333334,2,4,4,0,10.375,10,11
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1.77,3,0,17,17,18
GP,F,16,U,GT3,T,2,2.1108333333333333,other,other,home,mother,1,2.01,0,no,yes,no,no,yes,yes,yes,no,5,1,2.8846666666666665,1,1,4,0,12,12.57,13
GP,F,16.59,U,GT3,T,4,4,health,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.2283333333333335,4,3.395,1.14,1,3,0,16,15.692,15.86
GP,M,16,U,GT3,T,3,4,services,services,course,father,3,1.6,1,no,yes,no,no,yes,yes,yes,no,3,3.625,5,2,4,2,4,9,9,10
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2.6966666666666663,0,no,yes,no,yes,yes,yes,yes,yes,4.325,3,2,1,1,3,2.67,16,17,18
GP,M,17,U,LE3,T,3.495,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3.05,5,0,11,9,10
GP,F,16.68,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
GP,M,16,U,GT3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
GP,M,17,U,LE3,T,3.73,3,teacher,other,course,mother,1.2475,1.54,0,no,no,no,no,yes,yes,yes,no,4,3.74,4,4,4,4,0,10,10.506666666666668,11
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2.095,0,no,yes,no,yes,no,yes,yes,no,4.385,3.44,4,1,4,5,0,13,12,14
GP,M,17,U,GT3,T,3,3,other,other,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,3.8,4,1,4,4,4,10.115,9,10
GP,M,16,R,GT3,T,3.2,2,teacher,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,3,4,3,8,10,10.54,11
GP,M,17,U,GT3,T,3.015,3,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1.23,1,2,4,11.216666666666667,11,13
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1.2,2,0,no,yes,no,yes,yes,yes,yes,no,4.08,4,3.53,2,3,4.04,4,11,10,11
GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2.01,3,0,11,12,13
GP,F,17,U,GT3,T,2,4,services,other,reputation,mother,1,2,0.0399999999999999,no,yes,no,yes,yes,yes,no,no,5,4,2,1.23,3,3.2925,0,17,18,17
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,2,-1.529332216421153e-16,no,yes,no,yes,yes,yes,yes,yes,3.688333333333333,3,3,2,2.706666666666667,1,3.838333333333333,14,13,14.045
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.9,2,2,1,2,1,8,14,15,16
GP,M,16.546666666666667,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2.87,1.285,3,4,6,11,13,14
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
GP,M,16.405,U,GT3,T,2,1.896,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1.73,5,0,13,14,16
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,2.15,3,10,12,13,13.22
GP,M,17,U,GT3,T,1.925833333333333,2,at_home,other,home,mother,1,2,0.46,no,no,no,no,yes,yes,no,no,3,3.02,3,1,5,3,6,9,9,10
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,-1.584843367652411e-16,no,yes,no,no,yes,yes,yes,no,4,2.9,3,1,1,2,6,12,12,13
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3.93,4,5,5,16,10,11,12
GP,M,16.705,R,GT3,T,3,2.561666666666667,services,services,reputation,mother,1.54,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10.7,10
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,2.7175,3,1,1,3,2.4333333333333336,11.39,12,12
GP,F,17,U,LE3,T,2,4,services,teacher,course,father,1.41,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2.93,1,1,5,1.8633333333333335,14,15,16
GP,M,15.976666666666667,U,GT3,T,4,3.72,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1.21,2,5,4,13.536666666666667,13.4,14
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,no,yes,yes,yes,no,3,3,4,3,5,3.64,16,10.81,11,12
GP,F,16.89333333333333,U,GT3,T,4,4,services,teacher,reputation,mother,2,1,0.06999999999999994,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,14.565,16
GP,F,16,U,LE3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2.27,3.795,0,11,10,10.7725
GP,F,16.44,U,GT3,T,4,3,health,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3.66,1,5,2,2,14.005714285714287,14,15
GP,M,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4.286666666666667,4,3,1,3,4,1.34,12.17,12,12
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1.51,2,0,no,yes,no,no,no,yes,no,no,4,3.545,4,1,3,1,4.166666666666667,14,15,15
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1.665,1,0.05999999999999993,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
GP,F,16,R,GT3,T,2,2.142857142857143,services,services,reputation,mother,2,1.93,0.059999999999999935,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
GP,F,17,U,GT3,T,3,2.66,at_home,services,course,mother,1,3,0.99,no,yes,yes,no,yes,yes,yes,yes,4,4,4.13,3,4,5,14,8,9.055,8
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.97,3,3,2,2,4,2,11.12,11,12
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
GP,F,17,U,GT3,T,4,3,teacher,other,reputation,mother,2,2.31,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,11.760833333333332,12
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1.34,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,11.498333333333335,12,12
GP,M,17,U,LE3,T,4,2.94,services,other,home,mother,1,2,0.009999999999999865,no,yes,no,no,yes,yes,yes,yes,5,3.48,4,4,5,3,5.12,13,12,12
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,2.62,1,1,4,0,13,13,13
GP,M,18,U,GT3,T,2.465,2,services,other,home,mother,1,1.83,0,no,yes,no,no,yes,yes,yes,no,4,4,4,2,3.59,5,10,12,10.8575,11
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1.7242857142857144,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,10.696666666666665,11,11
GP,F,17,R,LE3,T,3,2,other,other,reputation,mother,2,2.3533333333333335,0,no,no,no,no,yes,yes,yes,no,4,4,4,1.45,3,1,4.77,14,16,15
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,1.845,0,no,no,no,no,yes,yes,yes,no,3,4,5,2,4,1,16,11,9,10.76
GP,M,18,U,LE3,T,3,3,services,health,home,father,1.39,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10.676666666666666
GP,F,17,U,GT3,T,2,3,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3.6417857142857146,4,12,12.215,12.735
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3.061666666666667,1,1.71,4,3.5686666666666667,12,12,13
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1.21,2,5,0,10.986666666666665,10.58,11
GP,F,17,U,GT3,T,1,1.755,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4.075,3,4,1,1,5,12,12,12,12
GP,F,16.385,U,GT3,T,2,3,other,teacher,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,2,3,1,1.2,1,3,0,13,13,14
GP,M,18,U,GT3,T,2,1.69,other,other,home,mother,1.51,2,3,no,yes,yes,yes,yes,yes,yes,no,3,3.31,3,5,3.61,4,9,9.16,9,10
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3.7216666666666667,3,2,1,1,5,4,15,16,16
MS,F,18,R,GT3,T,1.5883333333333334,1,other,other,course,mother,2.045,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,-1.4627188349436436e-16,no,yes,no,yes,no,yes,yes,no,4.128333333333333,3,4,1,1.77,3,3.112,17,18,16.305
GP,M,16.333333333333332,U,LE3,T,2.67,3,services,services,reputation,father,1.52,2,0.029999999999999895,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,1.64,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3.97,2,9,10,11
GP,F,17,U,GT3,A,2,1,other,other,course,mother,1.43,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,2.7,1.19,2,3,0,15,15,16
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1.18,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1.19,2,3,0,14,12.908928571428572,12
GP,M,17,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.44,5,2,1,1,3.9999047619047623,0,12,13,13
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.3133333333333335,5,5,1,3,2,2.63,13,13,13.1175
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0.009999999999999867,no,yes,no,yes,yes,yes,yes,no,4,3.46,4,1.71,4,1,0,13,13,13.065
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
GP,F,17,U,LE3,T,2,2.11,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,yes,3.92,4,2,2.07,5,4,3.082,16,16,15.48
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,1.724,5,4,9,10,10
GP,F,16,U,GT3,A,4,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.159666666666667,3,3,1,2,5,0,14,13,13.4275
GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,1.88,1,no,yes,no,no,yes,yes,yes,no,4,3,3.185,1,1,3,18,10,9.48,10
GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,0.69,no,yes,no,no,no,yes,yes,yes,5,3,3.17,1,1,5,16,9,8,10
MS,F,17.65066666666667,U,GT3,T,3,3,at_home,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,yes,4,1,1,1,1.72,3,14,8,7,7
GP,M,18,U,GT3,T,2,2,services,at_home,course,mother,1.545,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,3.84,26,7,8,8
GP,M,17,U,GT3,T,4,4,teacher,teacher,home,mother,1.36,1.81,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1.42,2,5,2.728666666666667,10,12.12,12.735
GP,F,17,U,GT3,T,3,2,other,other,course,father,1.49,2.19,0,no,no,no,yes,yes,yes,no,no,5,2.94,2,1,1,3,4,14,14.575,15
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3.21,2,1.19,2,3.78,10,11,10,10
GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1.82,0.019999999999999907,no,yes,no,no,yes,no,yes,no,5,3,5,1,2,3.9275,4,12,11,11
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,3.02,13,13,13
GP,F,17.948333333333334,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,yes,5,5,4,1,1,5,14,9,9,8
GP,M,17.03,U,GT3,T,2.12,2,other,services,reputation,father,1.55,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,3,3.59,2,16,8,7,8
GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,0.14,no,yes,no,no,no,no,yes,yes,3.7633333333333336,1,2,1.16,1,3.6189999999999998,8,11,9,10
GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,3.56,3.76,1,3,5,4,14.18,14,15
GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1.3375,2.19,0,no,yes,no,yes,yes,yes,no,no,3.99,3,2,1.03,1,3.61,4,15,14,14
GP,M,17,U,LE3,T,3.47,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4.16,3.42,5,1,2.475,5,8,15,15,15
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3.05,2,3,3.73,0,12,12,12
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4.375,4,5,1,1,3,2.65,14,14,14.431
GP,M,16,U,GT3,T,4,3.29,teacher,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1.17,2,5,2.623333333333333,14,13.776428571428571,14.116666666666665
GP,F,16.43690476190476,U,GT3,T,3.84,4,teacher,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2.752,11,11,12
MS,F,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1.2233333333333334,1,1,2.2533333333333334,13,14,15
GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1.32,3,3.614333333333333,10,10.75,11,11.74
GP,F,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0.08999999999999993,no,yes,no,no,no,yes,yes,yes,4,4,4,1,2.1416666666666666,3,6.246666666666666,12,10,11.495
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,2.2,0.019999999999999872,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,2.76,15,16,16
GP,F,17,U,GT3,T,1,1,other,services,course,father,1.69,2,0,no,yes,no,no,yes,yes,no,no,4,3.32,4,1.14,2,5,4,11,10,11
GP,M,15.9675,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8.605,6.781428571428571
MS,M,16.7915,R,GT3,T,3,3,other,services,course,mother,1.89,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,9.39,9,10
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1.4775,1,0,no,no,no,no,no,yes,no,no,4,3,2,1.22,1.8983333333333332,5,0,11,12,11
GP,M,18,U,GT3,T,3,2,services,other,course,mother,1.6033333333333335,1,0,no,no,no,no,yes,no,yes,no,4.22,4,5,2,4,5,8,7,8,7
GP,M,16,U,GT3,T,2.56,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,3.64,4,9,11,10
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,yes,no,yes,no,3,2,5,2,5,5,4,7,8,6
GP,M,16,R,GT3,T,2,1,other,other,course,father,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1.56,3,3,2,14,13,12
MS,M,17,R,GT3,T,2,1.765,other,other,course,mother,1.93,1,0,no,no,no,yes,no,yes,yes,no,4,4,2,2,4,5,0,11.875,12,13
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1.71,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2.865,4.07,0,9,10,10
GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,4.330952380952381,12,12,13
GP,F,17,U,GT3,T,3.66,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,1.92,14.68,15,17
GP,F,19,U,GT3,T,2,2,services,services,home,mother,1.4,2,0,no,yes,no,no,yes,yes,yes,no,4.105,3,3,1.12,1.84,3.530952380952381,0,10,10,11
GP,M,17.59,U,LE3,T,2,1,services,other,course,mother,1.58,2,1,no,yes,no,yes,yes,no,yes,no,3.98,4,5,4,4,4.16,4,9.49,9.571666666666667,11
GP,F,17,U,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12.5125,14
GP,F,18,U,LE3,T,1.8783333333333332,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,1.31,3,3,4,11,12,14
GP,F,18,U,GT3,T,2,2,other,other,home,mother,1.305,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1.61,5,4,11,11,13
GP,F,19,U,LE3,A,3.12,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.833333333333333,3,1,1,1,2.856666666666667,4,11,13,14
GP,M,16.755,U,GT3,T,3.766666666666666,2.9,health,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3.8683333333333336,2,4,1,2,4,2,16,16,16
GP,M,17,R,GT3,T,1.614,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,10.16,10.135,10
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
GP,F,20,R,GT3,T,2,1,other,other,course,other,1.9733333333333332,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1.69,2,2.91,8,10,10.33,12
GP,F,18,U,GT3,T,4,3,services,services,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2.99,2,15,15,15.516666666666666
GP,M,18,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,2.4248333333333334,3,3.543333333333333,10,10,11
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,11.32,11,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,13.4,13
GP,F,18,U,GT3,T,2,2,at_home,other,home,mother,1.29,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,11.755,13
GP,M,17,U,GT3,T,1.98,2,other,other,home,father,2,1.48,0,no,no,no,no,yes,no,yes,no,4,3.84,4,2,3,4,8,8,8,9
GP,M,18,R,LE3,T,3,4,services,other,reputation,mother,1.52,2,0,no,yes,no,yes,yes,yes,yes,no,4,3.54,5,3,4,1,5.96,15,16,16
GP,M,17,U,GT3,T,1.9271428571428573,1,services,other,other,mother,1.59,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,4.48,11,11,14
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,1.6733333333333331,2,0,no,no,no,yes,yes,yes,yes,no,4,3.635,4,2,2,4,3.992,10,11,12
GP,M,18,U,GT3,T,3.095,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,3,3.3633333333333337,4,10,12,14
GP,F,18,R,GT3,T,2,1,other,other,course,mother,2,2,0.9166666666666665,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3.6125,12,8,9,10
GP,F,19,U,GT3,T,3,3,other,services,home,other,1.44,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0.019999999999999896,no,yes,no,yes,yes,yes,yes,yes,3.98,5,5,1.74,3.44,2,10,14.695,16,16
GP,F,18,U,LE3,T,1,1,at_home,other,course,mother,1.66,2,0,no,no,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
GP,M,17,R,GT3,T,2.4,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3.75,5,2,2,2.97,1,2,16,17,18
GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3.826666666666666,2,5,1,1.7166666666666666,1,4.35,14,14,15
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2.424166666666667,0.029999999999999874,no,yes,no,no,yes,yes,yes,yes,3.89,3,3,1,1.63,1,6,15,16,16
GP,F,17,U,LE3,T,2,1.6133333333333335,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,yes,4,4,4,2,2.91,5,4.33,11.414000000000001,11.35,12
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,1.62,0,no,no,no,no,no,no,yes,yes,4,1,1,1.22,1,5,5.38,12,9,10
GP,M,16.44,U,GT3,T,4,4,teacher,services,home,mother,2,1,0.029999999999999864,no,no,no,yes,yes,yes,yes,no,3.79,2,4,1,4,3,6,11,12,12
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1.36,1,4,2,14,12,13
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,1.495,2.6,0.019999999999999865,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13.55,14.765,15
GP,F,16.915,U,LE3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3.74,3,3.398333333333333,4,3,3,0,9.66,10.07,10
GP,F,18,U,LE3,T,4,3,teacher,other,reputation,mother,1.4,2.2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,11.49
GP,M,18,U,GT3,T,1,1.73,at_home,other,home,mother,2,1.55,0,no,no,no,no,yes,no,yes,no,3,4,4,2,3.4466666666666668,4,10,10,10,11
GP,M,17,U,GT3,T,4,1,services,other,home,mother,1.7,1.51,0.22,no,no,no,yes,yes,yes,yes,no,3.9066666666666663,5,4.12,2,4,5,22,11,11,10
GP,M,17,U,LE3,A,3.23,2,teacher,services,home,mother,1,1.8933333333333335,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
GP,F,16.8475,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,4.1,2,2,1,1,3,2,17,17,18
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4.163333333333334,4,4,1.13,1,4,0,12,13,13
