school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,15,R,GT3,T,2,3,at_home,other,course,mother,1,2,1.1733333333333333,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,2.895,5,4,6,11,10,11
GP,M,16,R,GT3,T,1.67,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1.24,2,3,4,12,10,11
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,9.178333333333335,10,1
GP,M,16,U,LE3,T,1,2,health,services,other,mother,2,1,2,no,no,no,no,no,yes,yes,no,3.815,3.54,5,3,5,5,0,9,8,10
MS,M,17,R,LE3,T,2,1.6866666666666668,other,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8
GP,M,15,U,LE3,T,1,2,other,other,home,mother,2,1.4966666666666666,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,2,8,9,9.833333333333334
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
GP,M,17,U,GT3,T,2.3,2,services,services,course,mother,2,1,0.88,no,yes,no,yes,no,no,no,yes,4,5,2,1,1,3.37,10,8,7,8.005
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,3.395,2,4,4,0,9,10,11
GP,M,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1.59,3,0,17,17,18
GP,F,16,U,GT3,T,2,1.97,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12.3975,13
GP,F,16.615,U,GT3,T,4,4,health,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3.3954545454545455,1.13375,1,3,0,16,15.300999999999998,15.899285714285716
GP,M,16,U,GT3,T,3,4,services,services,course,father,3,1.63,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,3.95,3,2,1,1,3,2.9,16,17,18
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10
GP,F,16.558,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
GP,M,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,1.828,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,1.8777777777777778,0,no,yes,no,yes,no,yes,yes,no,4.3,4,4,1,4,5,0,13,12,14
GP,M,17,U,GT3,T,2.75,3,other,other,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
GP,M,16,R,GT3,T,2.74,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11.275,11,13
GP,M,16,U,GT3,T,4,3,teacher,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3.965,4,3.62,2,3,3,4,11,10,11
GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13
GP,F,17,U,GT3,T,2,4,services,other,reputation,mother,1,2,-3.730349362740526e-16,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,3.22,0,17,18,17
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,2,-4.41591208044656e-16,no,yes,no,yes,yes,yes,yes,yes,4.1,3,3,2,2.726666666666666,1,2.4466666666666668,14,13,14.095
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.8622222222222224,2,2,1,2,1,8,14,15,16
GP,M,16.271666666666665,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3.975,3,2.976666666666666,1.46,3,4,6,11,13,14
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
GP,M,16,U,GT3,T,2,1.9566666666666666,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1.7975,5,0,13,14,16
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,2.2125,3,10,12,13,13.316666666666668
GP,M,17,U,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2.88,3,1,1,2,6,12,12,13
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,4.11,4,5,5,16,10,11,12
GP,M,16.435,R,GT3,T,3,2.7033333333333336,services,services,reputation,mother,1.508,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10.211666666666668,10
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,2.81,3,1,1,3,2.54,11.311666666666666,12,12
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3.075,1,1,5,8,14,15,16
GP,M,15.98,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1.2,2,5,4,13.59,13.595,14
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,no,yes,yes,yes,no,3,3,4,3,5,3.69,16,10,11,12
GP,F,16.89,U,GT3,T,4,4,services,teacher,reputation,mother,2,1,0.06999999999999978,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,1.88,4.01,0,11,10,11
GP,F,16.566666666666666,U,GT3,T,4,3,health,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,2.23,12.106,12,12
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,3.2,14,15,15
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
GP,F,16,R,GT3,T,2,2.16,services,services,reputation,mother,2,2.0354761904761904,0.029999999999999707,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
GP,F,17,U,GT3,T,3,2.7341666666666664,at_home,services,course,mother,1,3,1,no,yes,yes,no,yes,yes,yes,no,4,4,4.04,3,4,5,14,8,8.755,8
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.82,3,3,2,2,4,2,11,11,12
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,2.246666666666667,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,3.65,0,11,11.421666666666665,12
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,11.5575,12,12
GP,M,17,U,LE3,T,4,3.04,services,other,home,mother,1,2,0.0199999999999997,no,yes,no,no,yes,yes,yes,yes,5,3.655,4.17,4,5,3,5.02,13,12,12
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,3,3,2.68,1,1,4,0,13,13,13
GP,M,18,U,GT3,T,2.79,2,services,other,home,mother,1,1.841,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,3.64,5,10,12,10.94,11
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1.31,3,1,3.43,14,16,15
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,1.73,0,no,no,no,no,yes,yes,yes,no,3,4,5,2,4,1,16,11,9,10.68
GP,M,18,U,LE3,T,3,3,services,health,home,father,1.445,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10.8725
GP,F,17,U,GT3,T,2,3,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3.2575,4,12,12.13,13
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,2.87,1,1,4,3.05,12,12,13
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,2,5,0,10.646666666666668,10,11
GP,F,17,U,GT3,T,1,1.6477777777777778,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
GP,F,16,U,GT3,T,2,3,other,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1.29,1,3,0,13,13,14
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,yes,yes,yes,yes,no,3,3,3,5,5,4,9,9.235714285714286,9,10
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4.090588235294118,3,2,1,1,5,4,15,16,16
MS,F,18,R,GT3,T,1.595,1,other,other,course,mother,1.915,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,3,4,1,1.96,3,2.146666666666667,17,18,17
GP,M,17,U,LE3,T,2.92,3,services,services,reputation,father,1.33,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,1.55,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
GP,F,17,U,GT3,A,2,1,other,other,course,mother,1.48,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1.12,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1.215,2,3,0,14,12.88,12
GP,M,17,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.386666666666667,5,2,1,1,1,0,12,13,13
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.015,5,5,1,3,2,0,13,13,13
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0.03999999999999972,no,yes,no,yes,yes,yes,yes,no,4,3.38,4,1.7525,4,1,0,13,13,12.93
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
GP,M,17,U,LE3,T,2,2.293333333333333,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4.033333333333333,4,2,2.3,5,4,0,16,16,15.287142857142857
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2.77,2,1,1.7590000000000001,5,4,9,10,10
GP,F,16,U,GT3,A,4,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13.653333333333334
GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,1.8559999999999999,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,9.9,10
GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
GP,F,17.52,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
GP,M,18,U,GT3,T,2,2,other,at_home,course,mother,1.48,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,3.805,26,7,8,8
GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1.58,2,5,5.6414285714285715,10,8,9
GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,2.78,2,1,1,3,4,14,14,15
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3.12,2,1.175,2,4.1160000000000005,10,11,10,10
GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,yes,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2.9033333333333338,13,13,13
GP,F,17.776666666666664,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1.49,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,3.49,2,16,8,7,8
GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,0.17999999999999997,no,yes,no,no,no,no,yes,no,3.833333333333334,1,2,1.25,1,4.14,8,11,9,10
GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3.713333333333334,3.72,1,3,5,4,15,14,15
GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1.266,2.2533333333333334,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1.03,1,3.78,4,15,14,14
GP,M,17,U,LE3,T,3.575,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4.122254901960784,3.4533333333333336,5,1,2.38,5,8,15,15,15
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,3.64,0,12,12,12
GP,M,16,U,LE3,T,4,3,teacher,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,3.55,14,14,14.201619047619047
GP,M,16,U,GT3,T,4,3.464,teacher,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1.21,2,5,3.49,14,15,15.09
GP,F,17,U,GT3,T,3.825,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1.34,3,3.55,10,10.34,11,11.49
GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,no,4,3,2,1,1,4,10,10,9,10
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0.17499999999999993,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1.99,3,4.61,12,10,11.235
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,2.0888333333333335,-3.6609604237014536e-16,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,2.1775,15,16,16
GP,F,17,U,GT3,T,1,1,other,services,course,father,1.67,2,0,no,yes,no,no,yes,yes,no,no,4,3.5558333333333336,4,1.32,2,5,4,11,10,11
GP,M,16.35,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8.056666666666667,5
MS,M,18,R,LE3,T,3,3,other,services,course,mother,1.6733333333333333,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,8.98,9,10
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,1.89,4,5,0,11,12,11
GP,M,18,U,GT3,T,3,2,services,other,course,mother,1.5133333333333332,1,0,no,no,no,no,yes,no,yes,no,4.08,4,5,2,4,5,8,7,8,7
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,yes,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,yes,no,yes,no,3,2,5,2,5,5,4,7,8,6
GP,F,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
MS,M,17,R,GT3,T,2,1.9066666666666665,other,other,course,mother,1.945,1,0,no,no,no,yes,no,yes,yes,no,4,4,2,2,4,5,0,11.7,12,13
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1.805,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2.68,4.12,0,9,10,10
GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,4.735,12,12,13
GP,F,17,U,GT3,T,3.57,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2.7,14,15,17
GP,F,19,U,GT3,T,2,2,services,services,home,mother,1.23,2,0,no,yes,no,no,yes,yes,yes,no,4.31,3,3,1,1,3.53,0,10,10,11
GP,M,18.01,U,LE3,T,2,1,services,other,course,mother,1.87,2,1,no,no,no,no,yes,no,yes,no,3.73,4,5,4,4,4.02,4,9.6075,9.42,11
GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12.463333333333335,14
GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,4,3,1.34,3,3,4,11,12,14
GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13
GP,F,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,3.48,4,11,13,14
GP,M,18,U,GT3,T,2,1.8983333333333332,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4.000588235294118,2,4,1,2,4,2,16,16,16
GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9.8275,9.6,10
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
GP,F,20,R,GT3,T,2,1,other,other,course,other,2.02,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15.203333333333333
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,3,2.61,10,10,11
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,11.25,11,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
GP,F,18,U,GT3,T,2,2,at_home,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,11.843333333333335,13
GP,M,17,U,GT3,T,1.91,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,3.92,4,2,3,4,8,8,8,9
GP,M,18,R,LE3,T,3,4,other,other,reputation,mother,1.47,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,5.725,15,16,16
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1.48,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,4.15,11,11,14
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,1.528,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,3,5,4,10,12,14
GP,F,18,R,GT3,T,2,1,other,other,course,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3.6366666666666667,12,8,9,10
GP,F,19,U,GT3,T,3,3,other,services,home,other,1.14,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,3.91,5,5,1.596666666666667,3.04,2,10,14.15,16,16
GP,F,18,U,LE3,T,1,1,at_home,other,home,mother,1.48,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3.905,5,2,2,2.83,1,2,16,17,18
GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3.8782222222222225,2,5,1,1.8408333333333333,1,3.89,14,14,15
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2.445,0.019999999999999643,no,yes,no,no,yes,yes,yes,yes,3.91,3,3,1,1.77,1,6,15,16,16
GP,F,17,U,LE3,T,2,1.8649999999999998,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,3.255238095238095,12,12,12
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,5.37,12,9,10
GP,M,16.416666666666664,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3.63,2,4,1,4,3,6,11,12,12
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,1.42,3,-3.9163117193652395e-16,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,14.14,15,15
GP,F,19,U,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,yes,yes,no,yes,no,3.7,3,3.25,4,3,3,0,9.7225,9.71,10
GP,M,18,U,LE3,T,4,3,teacher,other,course,mother,1.3725,1.9733333333333334,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
GP,M,18,U,GT3,T,1,1.585,at_home,other,home,father,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,3.6233333333333335,4,10,10,10,11
GP,M,17,U,GT3,T,4,1,services,other,home,mother,1.57,1.69,0.26,no,no,no,yes,yes,yes,yes,no,3.67,5,4,2,4,5,22,11,11,10
GP,M,17,U,LE3,A,3,2,teacher,services,reputation,mother,1,1.695,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
GP,F,16.897000000000002,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,4.095,2,2,1,1,3,2,17,17,18
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1.065,2,5,2.76,12,12,14
GP,F,18,U,GT3,T,1.87,1,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,1,1,1,3.325,10,12,12.633333333333335,14
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,2.9758333333333336,3,1,2,4,3.6714285714285713,12,12,12
GP,F,16.987000000000002,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2.945,2.5241666666666664,18,18,18
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0.029999999999999635,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13.16,14
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1.4166666666666665,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15
GP,M,16.144166666666667,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1.12375,1,2,2.6060000000000003,17,17,16.254285714285714
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,16.7575,18
GP,F,17,R,LE3,T,3,1,at_home,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3.975,1,2,1,1,3.22,0,18,19,19
